Group,Group_ScatterPlot,MAG,Completeness,Contamination,Strain_Heterogeneity,N50,Assembly_Type,Assembly_Source
All MAGs,MQ,20-2_97x100.LR_stool,68.85,0.79,0,121829,MetaFlye2 (LR),Stool
All MAGs,MQ,17-1_N10x10.LR_plate,68.84,0,0,88536,MetaFlye2 (LR),Plate
All MAGs,MQ,40-1_13x2.SR_stool,68.82,1.01,0,32264,MetaSPAdes (SR),Stool
All MAGs,LQ,39-2_41x39-2_41.035_sub.SR_stool,68.78,15.91,25,64504,MetaSPAdes (SR),Stool
All MAGs,MQ,C029-M24x56.LR_stool,68.76,1.9,0,275854,MetaFlye2 (LR),Stool
All MAGs,MQ,08-2_11x47.SR_stool,68.76,1.59,0,29696,MetaSPAdes (SR),Stool
All MAGs,MQ,17-1_16_stoolxbin.9.SR_stool,68.75,1.02,0,23025,MetaSPAdes (SR),Stool
All MAGs,MQ,C017-M23_stoolxbin.60.SR_stool,68.73,0,0,213112,MetaSPAdes (SR),Stool
All MAGs,MQ,17-1_16xbin.58_sub.LR_stool,68.71,0,0,225493,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_24xbin.35_sub.LR_stool,68.68,0.5,0,315568,MetaFlye2 (LR),Stool
All MAGs,MQ,39-1_N14_DP_BAPcstx39-1_N14_DP_BAPcst.009.SR_plate,68.66,7.54,0,16975,MetaSPAdes (SR),Plate
All MAGs,MQ,C017-M23_WCx15_sub.SR_plate,68.66,6.11,45,2762,MetaSPAdes (SR),Plate
All MAGs,MQ,19-1_95_DP_BAPcstxbin.11.SR_plate,68.65,1.89,50,22009,MetaSPAdes (SR),Plate
All MAGs,MQ,47-1_37_stoolxbin.69_sub.SR_stool,68.64,0.63,100,68311,MetaSPAdes (SR),Stool
All MAGs,MQ,14-2_95x80.LR_stool,68.64,0.24,0,776304,MetaFlye2 (LR),Stool
All MAGs,MQ,20-1_14x25.SR_stool,68.63,1.45,0,16204,MetaSPAdes (SR),Stool
All MAGs,MQ,43-2_7x31.LR_stool,68.63,0.64,100,77804,MetaFlye2 (LR),Stool
All MAGs,MQ,C017-M23x13.LR_stool,68.62,0.67,0,233924,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_7_stoolxbin.34.SR_stool,68.61,0,0,35102,MetaSPAdes (SR),Stool
All MAGs,MQ,47-2_37xbin.26_sub.LR_stool,68.57,1.08,33.33,169537,MetaFlye2 (LR),Stool
All MAGs,MQ,47-2_10_DPxbin.5.LR_plate,68.57,0.48,0,65713,MetaFlye2 (LR),Plate
All MAGs,MQ,14-2_6_LKVx14-2_6_LKV.002.SR_plate,68.57,0.32,0,501464,MetaSPAdes (SR),Plate
All MAGs,MQ,C029-M06_BAPxbin.2.SR_plate,68.55,2.22,23.08,5436,MetaSPAdes (SR),Plate
All MAGs,MQ,20-1_97x78.LR_stool,68.55,0,0,1398937,MetaFlye2 (LR),Stool
All MAGs,MQ,14-2_95xbin.13.LR_stool,68.54,0,0,284630,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_12x20-2_12.041_sub.SR_stool,68.52,9.74,1.89,4605,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_18x39-2_late__39-2_18.026.LR_stool,68.52,0.71,66.67,626025,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_13_LKVx47_sub.SR_plate,68.49,0.84,25,16230,MetaSPAdes (SR),Plate
All MAGs,MQ,40-2_10_DP_BAPcstxbin.7_sub.SR_plate,68.49,0,0,168674,MetaSPAdes (SR),Plate
All MAGs,MQ,17-1_97x34.LR_stool,68.46,5.37,88.89,232875,MetaFlye2 (LR),Stool
All MAGs,MQ,C047-M24xC047__C047-M24.045.LR_stool,68.46,4.7,0,1292104,MetaFlye2 (LR),Stool
All MAGs,MQ,29-2_36x29-2_late__29-2_36.010_sub.LR_stool,68.46,1.34,0,277452,MetaFlye2 (LR),Stool
All MAGs,MQ,C020-M07xbin.53.LR_stool,68.46,1.27,0,317468,MetaFlye2 (LR),Stool
All MAGs,MQ,C029-M00xC029_FIXED__C029-M00.016_sub.LR_stool,68.45,7.35,0,87882,MetaFlye2 (LR),Stool
All MAGs,MQ,cat_20-2_76x20-2_late_cat_20-2_76_BAP.001.LR_plate,68.44,3.48,0,67603,MetaFlye2 (LR),Plate
All MAGs,MQ,C014-M06xbin.88.LR_stool,68.43,0.48,0,943667,MetaFlye2 (LR),Stool
All MAGs,LQ,C019-M38xC019-M38.012_sub.SR_stool,68.42,28.07,25,140065,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M36xbin.12.SR_stool,68.42,1.75,20,169874,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_64x23.SR_stool,68.41,1.25,33.33,11086,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_64x100_sub.SR_stool,68.41,0,0,40680,MetaSPAdes (SR),Stool
All MAGs,MQ,C014-M27x18_sub.LR_stool,68.4,7.38,80,117584,MetaFlye2 (LR),Stool
All MAGs,MQ,17-1_97_BAPx37.SR_plate,68.38,1.51,12.5,3830,MetaSPAdes (SR),Plate
All MAGs,MQ,C017-M23x77_sub.LR_stool,68.37,8.5,78.85,148673,MetaFlye2 (LR),Stool
All MAGs,MQ,08-2_36x8-2_late__08-2_36.010.LR_stool,68.37,6.12,8.33,242059,MetaFlye2 (LR),Stool
All MAGs,LQ,C019-M38xbin.41_sub.LR_stool,68.35,10.76,92.59,144733,MetaFlye2 (LR),Stool
All MAGs,MQ,47-1_37x59.LR_stool,68.32,5.82,0,205318,MetaFlye2 (LR),Stool
All MAGs,MQ,14-1_36_stoolx100_sub.SR_stool,68.32,4.57,16.67,10113,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_16_stoolxbin.44.SR_stool,68.32,2.34,0,77471,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_90xbin.29_sub.SR_stool,68.32,0.58,0,34382,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_52xbin.8.LR_stool,68.3,0,0,287365,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_74xbin.28.LR_stool,68.3,0,0,253382,MetaFlye2 (LR),Stool
All MAGs,MQ,14-2_11_BAPx6.SR_plate,68.27,0,0,24345,MetaSPAdes (SR),Plate
All MAGs,LQ,40-1_35x12.LR_stool,68.26,14.04,31.82,121041,MetaFlye2 (LR),Stool
All MAGs,MQ,C017-M23_stoolxbin.16.SR_stool,68.26,3.02,20,9183,MetaSPAdes (SR),Stool
All MAGs,MQ,17-2_36_stoolxbin.52.SR_stool,68.25,0,0,12789,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M24x48_sub.SR_stool,68.24,0,0,1796,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_54_stoolxbin.14.SR_stool,68.23,3.92,22.22,48950,MetaSPAdes (SR),Stool
All MAGs,MQ,C017-M23xC017__C017-M23.049.LR_stool,68.23,1.71,0,1082259,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_47x45.SR_stool,68.23,1.27,0,32665,MetaSPAdes (SR),Stool
All MAGs,MQ,14-1_36x18.LR_stool,68.22,0.67,0,232367,MetaFlye2 (LR),Stool
All MAGs,MQ,29-1_42_BAPxbin.5.SR_plate,68.22,0.12,0,7002,MetaSPAdes (SR),Plate
All MAGs,MQ,29-1_23x40.SR_stool,68.21,2.77,70.59,2953,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_16xbin.26_sub.LR_stool,68.21,1.67,37.5,227479,MetaFlye2 (LR),Stool
All MAGs,MQ,C020-M07x77.LR_stool,68.21,0,0,424404,MetaFlye2 (LR),Stool
All MAGs,MQ,08-2_95x8.LR_stool,68.2,1.36,0,243156,MetaFlye2 (LR),Stool
All MAGs,MQ,C017-M36x76.LR_stool,68.18,0,0,234008,MetaFlye2 (LR),Stool
All MAGs,LQ,C040-M36xC040-M36.045_sub.SR_stool,68.16,18.61,4.92,13908,MetaSPAdes (SR),Stool
All MAGs,MQ,17-1_6_stoolx17-1_6_stool.009.SR_stool,68.16,1.12,78.57,271622,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_88x61.LR_stool,68.16,0,0,581651,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_88x122.SR_stool,68.15,2.13,66.67,4934,MetaSPAdes (SR),Stool
All MAGs,MQ,19-2_36x54_sub.LR_stool,68.14,4.27,100,120464,MetaFlye2 (LR),Stool
All MAGs,MQ,C040-M36xbin.22.SR_stool,68.14,2.08,16.67,18756,MetaSPAdes (SR),Stool
All MAGs,MQ,C029-M00x4.LR_stool,68.12,4.03,0,236109,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_54xbin.15_sub.SR_stool,68.12,3.95,27.27,82031,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_13xbin.52.SR_stool,68.12,0,0,530388,MetaSPAdes (SR),Stool
All MAGs,MQ,C029-M24xC029_FIXED__C029-M24.021_sub.LR_stool,68.11,0.08,0,353798,MetaFlye2 (LR),Stool
All MAGs,MQ,14-1_95_stoolxbin.107.SR_stool,68.1,2.01,0,202826,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_52xbin.56.LR_stool,68.1,0,0,253397,MetaFlye2 (LR),Stool
All MAGs,LQ,39-2_66x39-2_66.037.SR_stool,68.04,49.52,2.84,57703,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_41x49.LR_stool,68.04,0,0,581690,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_64x35.LR_stool,68.03,3.4,85.71,198221,MetaFlye2 (LR),Stool
All MAGs,MQ,14-1_36_stoolx59.SR_stool,68.02,7.99,66.67,7911,MetaSPAdes (SR),Stool
All MAGs,MQ,14-1_95_stoolx14-1_95_stool.020.SR_stool,68.02,1.34,100,268242,MetaSPAdes (SR),Stool
All MAGs,MQ,39-1_94xbin.59.LR_stool,68.02,0,0,77559,MetaFlye2 (LR),Stool
All MAGs,MQ,17-2_16_stoolxbin.31.SR_stool,68.01,0.47,50,17647,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_88xbin.44.LR_stool,68,0,0,253380,MetaFlye2 (LR),Stool
All MAGs,MQ,C017-M00x16.LR_stool,67.98,1.09,0,392648,MetaFlye2 (LR),Stool
All MAGs,MQ,C043-M36x55.LR_stool,67.98,0.67,0,67631,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_13x27.SR_stool,67.98,0,0,9020,MetaSPAdes (SR),Stool
All MAGs,LQ,C039-M24xbin.79.LR_stool,67.95,10.13,85,53287,MetaFlye2 (LR),Stool
All MAGs,MQ,08-2_N6x08-2_N6.014_sub.SR_stool,67.92,0,0,1190940,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_14xbin.18.LR_stool,67.9,2.72,100,148088,MetaFlye2 (LR),Stool
All MAGs,MQ,C020-M00x58.LR_stool,67.85,0.36,0,134763,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_20_BAPx7.SR_plate,67.84,1.54,14.29,2119,MetaSPAdes (SR),Plate
All MAGs,MQ,39-2_66x21.LR_stool,67.84,0.13,0,581645,MetaFlye2 (LR),Stool
All MAGs,MQ,29-2_14xbin.31_sub.SR_stool,67.84,0,0,330954,MetaSPAdes (SR),Stool
All MAGs,MQ,C043-M24xbin.70.SR_stool,67.84,0,0,128305,MetaSPAdes (SR),Stool
All MAGs,MQ,C014-M36xbin.3.SR_stool,67.83,0.96,0,16996,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_93x40-1_late__40-1_93.017.LR_stool,67.79,1.68,0,977918,MetaFlye2 (LR),Stool
All MAGs,MQ,C043-M01_stoolxbin.99.SR_stool,67.79,0.89,0,43807,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_39x20-2_39.015_sub.SR_stool,67.78,5.91,28.57,85325,MetaSPAdes (SR),Stool
All MAGs,MQ,17-1_36_WCx30_sub.SR_plate,67.78,0.94,0,40141,MetaSPAdes (SR),Plate
All MAGs,MQ,17-2_36xbin.55.LR_stool,67.77,6.6,37.5,60117,MetaFlye2 (LR),Stool
All MAGs,MQ,29-1_13x29-1_13.016_sub.SR_stool,67.77,1.5,0,10982,MetaSPAdes (SR),Stool
All MAGs,MQ,14-1_36x14-1_late__14-1_36.014_sub.LR_stool,67.76,2.01,0,78684,MetaFlye2 (LR),Stool
All MAGs,MQ,C020-M36xbin.76.LR_stool,67.75,1.36,100,1105164,MetaFlye2 (LR),Stool
All MAGs,MQ,8-2_14_DP_LKVx52.SR_plate,67.75,0.24,0,86094,MetaSPAdes (SR),Plate
All MAGs,MQ,C020-M07xbin.12_sub.LR_stool,67.75,0,0,1105356,MetaFlye2 (LR),Stool
All MAGs,MQ,40-1_93xbin.21.LR_stool,67.74,0.63,0,535309,MetaFlye2 (LR),Stool
All MAGs,MQ,19-1_N16_DP_BAPcstxbin.7.SR_plate,67.74,0,0,119681,MetaSPAdes (SR),Plate
All MAGs,MQ,08-1_11x08-1_early__08-1_11.023.LR_stool,67.72,0.21,0,297178,MetaFlye2 (LR),Stool
All MAGs,LQ,47-1_37_stoolxbin.86_sub.SR_stool,67.71,13.57,0,11371,MetaSPAdes (SR),Stool
All MAGs,MQ,C029-M06x23.LR_stool,67.69,1.68,33.33,202342,MetaFlye2 (LR),Stool
All MAGs,MQ,C040-M24xbin.8.LR_stool,67.69,0.72,0,124887,MetaFlye2 (LR),Stool
All MAGs,MQ,39-1_94xbin.28.LR_stool,67.69,0,0,250988,MetaFlye2 (LR),Stool
All MAGs,LQ,29-1_76x29-1_late__29-1_76.009_sub.LR_stool,67.68,29.25,45.57,155495,MetaFlye2 (LR),Stool
All MAGs,MQ,17-2_99x103.LR_stool,67.68,0.67,0,88433,MetaFlye2 (LR),Stool
All MAGs,MQ,29-2_95_DP_BAPcstx29-2_95_DP_BAPcst.009.SR_plate,67.67,2.15,0,7621,MetaSPAdes (SR),Plate
All MAGs,MQ,8-2_14_DP_BAPcstxbin.7_sub.SR_plate,67.67,0.4,25,124853,MetaSPAdes (SR),Plate
All MAGs,MQ,43-1_14x43-1_14.041_sub.SR_stool,67.65,6.69,0,9691,MetaSPAdes (SR),Stool
All MAGs,MQ,C019-M38_BAPxbin.3.SR_plate,67.65,1.46,0,34404,MetaSPAdes (SR),Plate
All MAGs,MQ,20-2_39xbin.37.LR_stool,67.61,1.27,0,330682,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_16x51.LR_stool,67.59,0.77,0,139393,MetaFlye2 (LR),Stool
All MAGs,MQ,39-1_94x40_sub.LR_stool,67.58,7.08,0,610785,MetaFlye2 (LR),Stool
All MAGs,MQ,40-2_10x20.LR_stool,67.58,0,0,149935,MetaFlye2 (LR),Stool
All MAGs,MQ,17-1_13x17-1_13_WC_17-1_13_WC.002_sub.LR_plate,67.56,2.09,88.89,54660,MetaFlye2 (LR),Plate
All MAGs,LQ,C020-M24xbin.94_sub.LR_stool,67.55,13.79,81.82,243396,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_15x42.LR_stool,67.55,1.24,0,79007,MetaFlye2 (LR),Stool
All MAGs,LQ,C020-M24xC020-M24.026_sub.SR_stool,67.54,14.7,9.26,54548,MetaSPAdes (SR),Stool
All MAGs,MQ,47-2_17_DPx7_sub.LR_plate,67.53,5.31,61.9,36202,MetaFlye2 (LR),Plate
All MAGs,MQ,19-1_35xbin.7.LR_stool,67.53,0.32,0,266271,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_88x51.LR_stool,67.52,2.72,100,198206,MetaFlye2 (LR),Stool
All MAGs,MQ,47-2_37_BAPxbin.16_sub.SR_plate,67.51,1.28,75,13225,MetaSPAdes (SR),Plate
All MAGs,MQ,47-1_17xbin.16.SR_stool,67.51,0.84,25,12770,MetaSPAdes (SR),Stool
All MAGs,MQ,19-2_95xbin.20.LR_stool,67.51,0,0,294321,MetaFlye2 (LR),Stool
All MAGs,LQ,C014-M36xC014-M36.042_sub.SR_stool,67.5,21.59,14,43707,MetaSPAdes (SR),Stool
All MAGs,LQ,20-1_8_DP_BAPcstx20-1_8_DP_BAPcst.004_sub.SR_plate,67.48,50.47,15.17,5086,MetaSPAdes (SR),Plate
All MAGs,MQ,C029-M24_stoolx3_sub.SR_stool,67.48,5.32,29.03,25330,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_74xbin.68_sub.SR_stool,67.47,2.23,40,4630,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_94x54.SR_stool,67.47,1.34,100,3994,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_6x16_sub.LR_stool,67.45,1.37,41.18,91289,MetaFlye2 (LR),Stool
All MAGs,MQ,39-1_11x17.LR_stool,67.43,0.14,0,100174,MetaFlye2 (LR),Stool
All MAGs,MQ,C029-M00xC029_FIXED__C029-M00.027.LR_stool,67.42,0.08,0,353850,MetaFlye2 (LR),Stool
All MAGs,LQ,20-2_18xbin.27_sub.LR_stool,67.41,10.76,100,84037,MetaFlye2 (LR),Stool
All MAGs,MQ,39-1_14xbin.21.LR_stool,67.41,0.47,0,219835,MetaFlye2 (LR),Stool
All MAGs,LQ,39-2_10_stoolx39-2_10_stool.035_sub.SR_stool,67.38,20.37,25,7271,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_16_stoolx84_sub.SR_stool,67.38,1.5,50,24218,MetaSPAdes (SR),Stool
All MAGs,MQ,40-2_35_stoolx54_sub.SR_stool,67.35,2.4,11.11,11219,MetaSPAdes (SR),Stool
All MAGs,MQ,47-2_10x5.LR_stool,67.35,0.94,0,138452,MetaFlye2 (LR),Stool
All MAGs,MQ,C014-M00_stoolxbin.122.SR_stool,67.34,0.67,0,8496,MetaSPAdes (SR),Stool
All MAGs,MQ,C019-M22_stoolxbin.95.SR_stool,67.34,0,0,86500,MetaSPAdes (SR),Stool
All MAGs,MQ,29-2_6_stoolx1.SR_stool,67.32,1.61,50,8821,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_94x139.SR_stool,67.32,1.55,0,18213,MetaSPAdes (SR),Stool
All MAGs,MQ,17-1_36xbin.31.LR_stool,67.32,0,0,2287740,MetaFlye2 (LR),Stool
All MAGs,MQ,14-2_95x55_sub.LR_stool,67.29,9.96,11.11,189526,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_5x20-2_5.002.SR_stool,67.28,0.61,100,984662,MetaSPAdes (SR),Stool
All MAGs,MQ,40-1_93xbin.90.SR_stool,67.27,1.84,0,31133,MetaSPAdes (SR),Stool
All MAGs,MQ,47-1_88x47-1_late__47-1_88.011_sub.LR_stool,67.26,9.09,87.8,252089,MetaFlye2 (LR),Stool
All MAGs,MQ,40-2_94_CMBcst_WCx40-2_94_CMBcst_WC.006_sub.SR_plate,67.26,2.17,9.52,9503,MetaSPAdes (SR),Plate
All MAGs,MQ,C039-M00x42.LR_stool,67.26,1.57,0,584030,MetaFlye2 (LR),Stool
All MAGs,MQ,47-1_37xbin.25.LR_stool,67.25,5.56,92.86,96423,MetaFlye2 (LR),Stool
All MAGs,LQ,47-2_37_LKVx47-2_37_LKV.003_sub.SR_plate,67.24,43.42,96.08,71052,MetaSPAdes (SR),Plate
All MAGs,LQ,29-1_N17x29-1_N17.003.SR_stool,67.24,22.41,13.79,154765,MetaSPAdes (SR),Stool
All MAGs,MQ,47-2_88xbin.39.LR_stool,67.23,5.03,88.89,95790,MetaFlye2 (LR),Stool
All MAGs,MQ,C017-M23_stoolx62.SR_stool,67.22,8.45,65.45,2640,MetaSPAdes (SR),Stool
All MAGs,MQ,C040-M00x109.SR_stool,67.22,2.24,40,10373,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_97x56.LR_stool,67.21,3.26,14.29,173208,MetaFlye2 (LR),Stool
All MAGs,LQ,29-1_33x29-1_33.063_sub.SR_stool,67.19,31,3.53,2733,MetaSPAdes (SR),Stool
All MAGs,LQ,43-1_34x43-1_34.038_sub.SR_stool,67.17,21.75,8.25,55397,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_14_CMBcst_WCx7.SR_plate,67.17,0,0,17072,MetaSPAdes (SR),Plate
All MAGs,MQ,39-1_N14_DP_BAPcstx17.SR_plate,67.16,1.08,0,2361,MetaSPAdes (SR),Plate
All MAGs,MQ,C019-M38xbin.17.SR_stool,67.16,0.4,0,15772,MetaSPAdes (SR),Stool
All MAGs,MQ,14-2_11_stoolx92_sub.SR_stool,67.12,1.34,100,8177,MetaSPAdes (SR),Stool
All MAGs,MQ,14-2_95_BAPx4.SR_plate,67.12,0.34,0,37449,MetaSPAdes (SR),Plate
All MAGs,MQ,17-2_99xbin.73.LR_stool,67.12,0,0,66103,MetaFlye2 (LR),Stool
All MAGs,MQ,C017-M23xC017__C017-M23.033_sub.LR_stool,67.11,7.65,68.18,195301,MetaFlye2 (LR),Stool
All MAGs,MQ,C029-M00_stoolxbin.10.SR_stool,67.11,0.67,0,569807,MetaSPAdes (SR),Stool
All MAGs,LQ,19-1_95x43.LR_stool,67.1,15.12,48.57,109694,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_24x43-1_late__43-1_24.029.LR_stool,67.1,0.68,0,117464,MetaFlye2 (LR),Stool
All MAGs,LQ,20-2_22xbin.24_sub.LR_stool,67.09,10.23,100,86468,MetaFlye2 (LR),Stool
All MAGs,MQ,29-2_17x30_sub.LR_stool,67.09,0,0,126099,MetaFlye2 (LR),Stool
All MAGs,MQ,29-1_95_DP_BAPcstx71.SR_plate,67.08,1.85,0,6999,MetaSPAdes (SR),Plate
All MAGs,MQ,C014-M06x116.SR_stool,67.08,0.13,100,18424,MetaSPAdes (SR),Stool
All MAGs,MQ,C014-M06xC014-M06.038.SR_stool,67.05,0.19,0,146783,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_73x56.SR_stool,67,5.87,13.33,8398,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_16x0.LR_stool,67,3.57,81.25,86275,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_36x39-2_36.082_sub.SR_stool,67,1.09,16.67,19914,MetaSPAdes (SR),Stool
All MAGs,MQ,39-1_N14xbin.54.SR_stool,66.99,1.37,0,23954,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_47x39-2_late__39-2_47.004_sub.LR_stool,66.98,0.67,0,105953,MetaFlye2 (LR),Stool
All MAGs,MQ,40-1_35_stoolxbin.75.SR_stool,66.97,2.3,0,11504,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_24x61_sub.LR_stool,66.96,3.38,85.71,86280,MetaFlye2 (LR),Stool
All MAGs,MQ,14-1_6x38_sub.LR_stool,66.96,0.78,100,236933,MetaFlye2 (LR),Stool
All MAGs,LQ,C020-M00xC020__C020-M00.023_sub.LR_stool,66.93,18.57,0,440933,MetaFlye2 (LR),Stool
All MAGs,LQ,39-2_52_BAPx65.SR_plate,66.9,19.96,58.62,2351,MetaSPAdes (SR),Plate
All MAGs,MQ,20-2_39x80_sub.SR_stool,66.89,3.36,0,27303,MetaSPAdes (SR),Stool
All MAGs,MQ,C019-M38x15_sub.LR_stool,66.89,2.97,75,210197,MetaFlye2 (LR),Stool
All MAGs,MQ,19-1_N16_DP_BAPcstx5.SR_plate,66.87,0.81,0,5472,MetaSPAdes (SR),Plate
All MAGs,MQ,43-1_46x43-1_46.005_sub.SR_stool,66.86,9.18,12,79809,MetaSPAdes (SR),Stool
All MAGs,MQ,29-2_N17x45_sub.SR_stool,66.86,1.02,50,8297,MetaSPAdes (SR),Stool
All MAGs,MQ,47-1_17xbin.34_sub.SR_stool,66.86,0,0,34135,MetaSPAdes (SR),Stool
All MAGs,LQ,14-1_95_stoolxbin.93_sub.SR_stool,66.83,16.63,4.76,8742,MetaSPAdes (SR),Stool
All MAGs,MQ,29-1_76xbin.22_sub.LR_stool,66.82,9.04,94.29,161080,MetaFlye2 (LR),Stool
All MAGs,MQ,C040-M36_WCxbin.2.SR_plate,66.81,3.37,36.36,3165,MetaSPAdes (SR),Plate
All MAGs,MQ,08-2_36_stoolx2.SR_stool,66.79,0.4,0,16409,MetaSPAdes (SR),Stool
All MAGs,MQ,39-1_94_CMBcst_WCx39-1_94_CMBcst_WC.002.SR_plate,66.78,0,0,28249,MetaSPAdes (SR),Plate
All MAGs,MQ,08-2_11xbin.17_sub.LR_stool,66.77,4.48,60,65187,MetaFlye2 (LR),Stool
All MAGs,MQ,20-2_13_LKVx20-2_13_LKV.004.SR_plate,66.77,1.46,0,3255,MetaSPAdes (SR),Plate
All MAGs,MQ,C020-M36x45.LR_stool,66.77,0,0,119457,MetaFlye2 (LR),Stool
All MAGs,MQ,39-2_N14_DP_BAPcstx39-2_N14_DP_BAPcst.001.SR_plate,66.76,0.77,100,73009,MetaSPAdes (SR),Plate
All MAGs,LQ,14-1_11_stoolx14-1_11_stool.029_sub.SR_stool,66.75,12.34,20.69,62265,MetaSPAdes (SR),Stool
All MAGs,MQ,C047-M07x58.LR_stool,66.74,0.84,0,87231,MetaFlye2 (LR),Stool
All MAGs,MQ,08-1_36_stoolx77.SR_stool,66.73,5.13,100,2973,MetaSPAdes (SR),Stool
All MAGs,MQ,20-1_97x138.SR_stool,66.7,4.25,40,11679,MetaSPAdes (SR),Stool
All MAGs,MQ,19-2_12x40.SR_stool,66.69,2.91,16.67,3444,MetaSPAdes (SR),Stool
All MAGs,MQ,C040-M36x67_sub.SR_stool,66.68,1.45,50,5220,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_94xbin.30.LR_stool,66.68,1.01,0,180982,MetaFlye2 (LR),Stool
All MAGs,LQ,20-2_35x20-2_late__20-2_35.026.LR_stool,66.67,26.54,12.36,78834,MetaFlye2 (LR),Stool
All MAGs,LQ,08-2_14x08-2_14.004_sub.SR_stool,66.67,24.56,18.75,115662,MetaSPAdes (SR),Stool
All MAGs,LQ,43-1_24x43-1_24.017.SR_stool,66.67,22.01,25,185910,MetaSPAdes (SR),Stool
All MAGs,LQ,C019-M07xbin.22_sub.LR_stool,66.67,21.05,20,1849679,MetaFlye2 (LR),Stool
All MAGs,MQ,47-1_13xbin.29.LR_stool,66.67,2.34,100,147681,MetaFlye2 (LR),Stool
All MAGs,MQ,20-1_35_stoolx40.SR_stool,66.66,1.64,0,4188,MetaSPAdes (SR),Stool
All MAGs,LQ,C014-M00_stoolxbin.112_sub.SR_stool,66.63,11.6,16.67,61124,MetaSPAdes (SR),Stool
All MAGs,MQ,39-2_47xbin.20_sub.SR_stool,66.63,0.67,33.33,7351,MetaSPAdes (SR),Stool
All MAGs,MQ,47-1_13x47-1_early__47-1_13.046_sub.LR_stool,66.62,5.04,0,201488,MetaFlye2 (LR),Stool
All MAGs,LQ,19-2_95x19-2_95.033_sub.SR_stool,66.61,17.83,6.98,133852,MetaSPAdes (SR),Stool
All MAGs,MQ,43-1_54x55.SR_stool,66.61,2.1,20,9349,MetaSPAdes (SR),Stool
All MAGs,MQ,C029-M24xbin.19.LR_stool,66.61,0,0,186440,MetaFlye2 (LR),Stool
All MAGs,MQ,43-1_46_BAPx43-1_46_BAP.007.SR_plate,66.59,5.71,50,4744,MetaSPAdes (SR),Plate
All MAGs,MQ,47-2_10x94_sub.SR_stool,66.59,2.52,0,15641,MetaSPAdes (SR),Stool
All MAGs,LQ,19-2_36_stoolx19-2_36_stool.064.SR_stool,66.58,13.06,9.38,10814,MetaSPAdes (SR),Stool
All MAGs,MQ,20-2_88x37.LR_stool,66.58,0.53,50,221002,MetaFlye2 (LR),Stool
All MAGs,MQ,08-1_6_stoolxbin.8.SR_stool,66.57,0.39,55.56,16088,MetaSPAdes (SR),Stool
All MAGs,LQ,39-1_11x39-1_early__39-1_11.014_sub.LR_stool,66.56,27.75,38.71,52331,MetaFlye2 (LR),Stool
All MAGs,MQ,C039-M06_stoolx136.SR_stool,66.56,0.54,0,7581,MetaSPAdes (SR),Stool
