MAG,Individual,LoPthruTP2,Aggregate_Adjusted_popSNP_Count,Taxa,PersistingMAG_ct,Unique_DataPoint_ct,TP1,First_Recorded_TP,LastMOL_lqfood,First_recorded_TP_Weaning,TP2_Weaning,Group,Initial_Colonization
43-1_17xbin.28.SR_stool.fasta,43-1,1.833333333,23.05624486,Blautia sp.,11,36,34,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_52xbin.28.SR_stool.fasta,39-2,2.333333333,30.53311775,Blautia sp.,11,36,41,13,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_52xbin.28.SR_stool.fasta,39-2,3.25,33.64364882,Blautia sp.,11,36,52,13,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_52xbin.28.SR_stool.fasta,39-2,6.75,35.70385898,Blautia sp.,11,36,94,13,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17xbin.28.SR_stool.fasta,43-1,2.833333333,37.6655325,Blautia sp.,11,36,46,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17xbin.28.SR_stool.fasta,43-1,4.5,38.83179061,Blautia sp.,11,36,66,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17xbin.28.SR_stool.fasta,43-1,5.083333333,44.3502831,Blautia sp.,11,36,73,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17xbin.28.SR_stool.fasta,43-1,5.75,62.3170052,Blautia sp.,11,36,81,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17xbin.28.SR_stool.fasta,43-1,6.5,64.50985478,Blautia sp.,11,36,90,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_14xbin.27_sub.SR_stool.fasta,20-2,0,0,Blautia wexlerae,11,40,14,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_14xbin.27_sub.SR_stool.fasta,20-2,0.083333333,17.77186432,Blautia wexlerae,11,40,15,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_20x29-1_20.013_sub.SR_stool.fasta,29-1,0,0,Clostridia bacterium,7,14,18,18,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_76xbin.7_sub.SR_stool.fasta,29-1,0,0,Clostridia bacterium,7,14,67,67,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_97xbin.22.SR_stool.fasta,20-2,0,0,Clostridia bacterium,7,14,88,88,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_95x29-1_95.036.SR_stool.fasta,29-1,0,0,Clostridia bacterium,7,14,88,88,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_88xbin.52.LR_stool.fasta,39-2,0,0,Clostridia bacterium,7,14,88,88,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_88xbin.52.LR_stool.fasta,39-2,0.5,0,Clostridia bacterium,7,14,94,88,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_95x29-1_95.036.SR_stool.fasta,29-1,0.583333333,0,Clostridia bacterium,7,14,95,88,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_76xbin.7_sub.SR_stool.fasta,29-1,0.75,1.743353522,Clostridia bacterium,7,14,76,67,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_97xbin.22.SR_stool.fasta,20-2,0.75,1.942566306,Clostridia bacterium,7,14,97,88,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_20x29-1_20.013_sub.SR_stool.fasta,29-1,0.416666667,3.201000576,Clostridia bacterium,7,14,23,18,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_20xbin.39.SR_stool.fasta,29-1,0,0,Clostridium sp.,18,39,20,20,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33_BAPxbin.1.SR_plate.fasta,29-1,0,0,Clostridium sp.,18,39,33,33,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_74x17.SR_stool.fasta,39-2,0,0,Clostridium sp.,18,39,74,74,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_47x118.SR_stool.fasta,20-2,0,0,Clostridium sp.,18,39,88,88,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_47x118.SR_stool.fasta,20-2,0.75,0,Clostridium sp.,18,39,97,88,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_74x17.SR_stool.fasta,39-2,1.166666667,0,Clostridium sp.,18,39,88,74,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33_BAPxbin.1.SR_plate.fasta,29-1,4.583333333,1.229335819,Clostridium sp.,18,39,88,33,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_20xbin.39.SR_stool.fasta,29-1,6.25,5.857994207,Clostridium sp.,18,39,95,20,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-1_36_stoolx39-1_36_stool.022.SR_stool.fasta,39-1,0,0,Collinsella sp.,14,59,14,14,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x55.SR_stool.fasta,20-2,0,0,Collinsella sp.,14,59,15,15,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_N18_BAPx23.SR_plate.fasta,39-2,0,0,Collinsella sp.,14,59,18,18,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33_BAPx29-1_33_BAP.001.SR_plate.fasta,29-1,0,0,Collinsella sp.,14,59,33,33,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
40-1_35_stoolxbin.29.SR_stool.fasta,40-1,0,0,Collinsella sp.,14,59,35,35,13,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
40-2_35_stoolx40-2_35_stool.014.SR_stool.fasta,40-2,0,0,Collinsella sp.,14,59,35,35,13,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
14-2_36x14-2_late__14-2_36.009.LR_stool.fasta,14-2,0,0,Collinsella sp.,14,59,36,36,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
47-1_10xbin.37.SR_stool.fasta,47-1,0,0,Collinsella sp.,14,59,37,37,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_88xbin.33.SR_stool.fasta,39-2,0,0,Collinsella sp.,14,59,41,41,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_94_DP_BAPcstx47.SR_plate.fasta,39-2,0,0,Collinsella sp.,14,59,66,66,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_N18_BAPx23.SR_plate.fasta,39-2,0.166666667,0,Collinsella sp.,14,59,20,18,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_88xbin.33.SR_stool.fasta,39-2,0.5,0,Collinsella sp.,14,59,47,41,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_88xbin.33.SR_stool.fasta,39-2,0.916666667,0,Collinsella sp.,14,59,52,41,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_94_DP_BAPcstx47.SR_plate.fasta,39-2,2.333333333,0,Collinsella sp.,14,59,94,66,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
40-1_35_stoolxbin.29.SR_stool.fasta,40-1,4.833333333,0,Collinsella sp.,14,59,93,35,13,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
40-2_35_stoolx40-2_35_stool.014.SR_stool.fasta,40-2,4.916666667,0,Collinsella sp.,14,59,94,35,13,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
14-2_36x14-2_late__14-2_36.009.LR_stool.fasta,14-2,4.916666667,1.005147047,Collinsella sp.,14,59,95,36,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_N18_BAPx23.SR_plate.fasta,39-2,0.5,1.135595036,Collinsella sp.,14,59,24,18,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x55.SR_stool.fasta,20-2,0.583333333,1.538441943,Collinsella sp.,14,59,22,15,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_88xbin.33.SR_stool.fasta,39-2,2.083333333,2.110426841,Collinsella sp.,14,59,66,41,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x55.SR_stool.fasta,20-2,1.666666667,3.017623298,Collinsella sp.,14,59,35,15,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_88xbin.33.SR_stool.fasta,39-2,2.75,5.286992495,Collinsella sp.,14,59,74,41,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x55.SR_stool.fasta,20-2,2,5.847425427,Collinsella sp.,14,59,39,15,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_N18_BAPx23.SR_plate.fasta,39-2,2.416666667,5.854105722,Collinsella sp.,14,59,47,18,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x55.SR_stool.fasta,20-2,2.666666667,6.890415194,Collinsella sp.,14,59,47,15,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x55.SR_stool.fasta,20-2,3.25,10.72706852,Collinsella sp.,14,59,54,15,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
47-1_10xbin.37.SR_stool.fasta,47-1,4.25,11.57168052,Collinsella sp.,14,59,88,37,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_N18_BAPx23.SR_plate.fasta,39-2,4,12.31016359,Collinsella sp.,14,59,66,18,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-1_36_stoolx39-1_36_stool.022.SR_stool.fasta,39-1,1.833333333,13.31460003,Collinsella sp.,14,59,36,14,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33_BAPx29-1_33_BAP.001.SR_plate.fasta,29-1,1.166666667,13.99935865,Collinsella sp.,14,59,47,33,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x55.SR_stool.fasta,20-2,4.083333333,14.5078175,Collinsella sp.,14,59,64,15,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_N18_BAPx23.SR_plate.fasta,39-2,6.333333333,17.30331335,Collinsella sp.,14,59,94,18,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33_BAPx29-1_33_BAP.001.SR_plate.fasta,29-1,1.666666667,18.31301977,Collinsella sp.,14,59,53,33,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x55.SR_stool.fasta,20-2,6.833333333,19.74359705,Collinsella sp.,14,59,97,15,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33_BAPx29-1_33_BAP.001.SR_plate.fasta,29-1,2.833333333,21.33021236,Collinsella sp.,14,59,67,33,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33_BAPx29-1_33_BAP.001.SR_plate.fasta,29-1,3.583333333,23.70611133,Collinsella sp.,14,59,76,33,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33_BAPx29-1_33_BAP.001.SR_plate.fasta,29-1,4.583333333,32.09748938,Collinsella sp.,14,59,88,33,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33_BAPx29-1_33_BAP.001.SR_plate.fasta,29-1,5.166666667,33.09821814,Collinsella sp.,14,59,95,33,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_52xbin.24.SR_stool.fasta,39-2,0,0,Coprococcus eutactus,5,14,36,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_73x20.SR_stool.fasta,43-1,0,0,Coprococcus eutactus,5,14,40,40,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_35x16.LR_stool.fasta,20-2,0,0,Coprococcus eutactus,5,14,88,88,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_88x119.SR_stool.fasta,29-1,0,0,Coprococcus eutactus,5,14,88,88,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_88x39-2_88.028.SR_stool.fasta,39-2,0,0,Coprococcus eutactus,5,14,88,88,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_73x20.SR_stool.fasta,43-1,0.5,0,Coprococcus eutactus,5,14,46,40,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_73x20.SR_stool.fasta,43-1,2.75,0,Coprococcus eutactus,5,14,73,40,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_73x20.SR_stool.fasta,43-1,3.416666667,0,Coprococcus eutactus,5,14,81,40,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_88x119.SR_stool.fasta,29-1,0.583333333,1.027837732,Coprococcus eutactus,5,14,95,88,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_52xbin.24.SR_stool.fasta,39-2,0.416666667,2.164033389,Coprococcus eutactus,5,14,41,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_52xbin.24.SR_stool.fasta,39-2,0.916666667,4.33053488,Coprococcus eutactus,5,14,47,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_88x39-2_88.028.SR_stool.fasta,39-2,0.5,7.224162422,Coprococcus eutactus,5,14,94,88,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_35x16.LR_stool.fasta,20-2,0.75,9.056950303,Coprococcus eutactus,5,14,97,88,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_52xbin.24.SR_stool.fasta,39-2,2.5,13.84030282,Coprococcus eutactus,5,14,66,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x0.SR_stool.fasta,20-2,0,0,Coprococcus phoceensis,8,21,12,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_20x20.LR_stool.fasta,39-2,0,0,Coprococcus phoceensis,8,21,13,13,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_41x97.SR_stool.fasta,39-2,0,0,Coprococcus phoceensis,8,21,24,24,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_20x20.LR_stool.fasta,39-2,0.083333333,0,Coprococcus phoceensis,8,21,14,13,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_41x97.SR_stool.fasta,39-2,1.416666667,1.291087583,Coprococcus phoceensis,8,21,41,24,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x0.SR_stool.fasta,20-2,0.083333333,2.831200514,Coprococcus phoceensis,8,21,13,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_20x20.LR_stool.fasta,39-2,0.583333333,3.160034939,Coprococcus phoceensis,8,21,20,13,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_41x97.SR_stool.fasta,39-2,1.916666667,10.98376203,Coprococcus phoceensis,8,21,47,24,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x0.SR_stool.fasta,20-2,0.166666667,12.87668679,Coprococcus phoceensis,8,21,14,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x0.SR_stool.fasta,20-2,0.25,16.95947033,Coprococcus phoceensis,8,21,15,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_15x0.SR_stool.fasta,20-2,0.5,25.15525422,Coprococcus phoceensis,8,21,18,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17x41.SR_stool.fasta,43-1,0,0,Dialister invisus,6,18,12,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_N17x20.SR_stool.fasta,29-1,0,0,Dialister invisus,6,18,17,17,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-2_N17x1.SR_stool.fasta,29-2,0,0,Dialister invisus,6,18,17,17,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_97x20-2_97.021.SR_stool.fasta,20-2,0,0,Dialister invisus,6,18,35,35,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-1_36_stoolx39-1_36_stool.033.SR_stool.fasta,39-1,0,0,Dialister invisus,6,18,36,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_94x136.SR_stool.fasta,39-2,0,0,Dialister invisus,6,18,52,52,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_N17x20.SR_stool.fasta,29-1,0.083333333,0,Dialister invisus,6,18,18,17,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_N17x20.SR_stool.fasta,29-1,0.5,0,Dialister invisus,6,18,23,17,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_94x136.SR_stool.fasta,39-2,1.166666667,0,Dialister invisus,6,18,66,52,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-2_N17x1.SR_stool.fasta,29-2,1.583333333,0,Dialister invisus,6,18,36,17,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17x41.SR_stool.fasta,43-1,0.333333333,1.024655764,Dialister invisus,6,18,16,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_97x20-2_97.021.SR_stool.fasta,20-2,3.416666667,1.75176336,Dialister invisus,6,18,76,35,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-1_36_stoolx39-1_36_stool.033.SR_stool.fasta,39-1,4.833333333,2.23910068,Dialister invisus,6,18,94,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_94x136.SR_stool.fasta,39-2,1.833333333,3.061904829,Dialister invisus,6,18,74,52,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17x41.SR_stool.fasta,43-1,0.416666667,4.047993769,Dialister invisus,6,18,17,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_97x20-2_97.021.SR_stool.fasta,20-2,4.416666667,5.865206094,Dialister invisus,6,18,88,35,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_97x20-2_97.021.SR_stool.fasta,20-2,5.166666667,9.313537503,Dialister invisus,6,18,97,35,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17x41.SR_stool.fasta,43-1,2.833333333,9.594674535,Dialister invisus,6,18,46,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_14xbin.6.SR_stool.fasta,43-1,0,0,Dorea longicatena,5,22,14,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_76_WCx2.SR_plate.fasta,20-2,0,0,Dorea longicatena,5,22,22,22,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_66xbin.6.SR_stool.fasta,39-2,0,0,Dorea longicatena,5,22,36,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_66xbin.6.SR_stool.fasta,39-2,0.916666667,1.03493023,Dorea longicatena,5,22,47,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_66xbin.6.SR_stool.fasta,39-2,4.333333333,5.204787937,Dorea longicatena,5,22,88,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_76_WCx2.SR_plate.fasta,20-2,4.5,6.70278703,Dorea longicatena,5,22,76,22,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_14xbin.6.SR_stool.fasta,43-1,0.25,11.60774032,Dorea longicatena,5,22,17,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_14xbin.6.SR_stool.fasta,43-1,0.833333333,14.98842942,Dorea longicatena,5,22,24,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_14xbin.6.SR_stool.fasta,43-1,2.166666667,18.41086909,Dorea longicatena,5,22,40,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_14xbin.6.SR_stool.fasta,43-1,2.666666667,20.73389089,Dorea longicatena,5,22,46,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_14xbin.6.SR_stool.fasta,43-1,3.333333333,26.70278346,Dorea longicatena,5,22,54,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_14xbin.6.SR_stool.fasta,43-1,4.333333333,28.9017986,Dorea longicatena,5,22,66,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_14xbin.6.SR_stool.fasta,43-1,5.583333333,35.3928659,Dorea longicatena,5,22,81,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_14xbin.6.SR_stool.fasta,43-1,6.333333333,52.74910889,Dorea longicatena,5,22,90,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_21_WCx4.SR_plate.fasta,43-1,0,0,Enterococcus faecalis,12,37,14,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_21_WCx4.SR_plate.fasta,43-1,0.583333333,1.008536482,Enterococcus faecalis,12,37,21,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_21_WCx4.SR_plate.fasta,43-1,0.833333333,2.01621392,Enterococcus faecalis,12,37,24,14,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17x43-1_17.020.SR_stool.fasta,43-1,0,0,Eubacterium sp.,7,15,12,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_36x39-2_36.007.SR_stool.fasta,39-2,0,0,Eubacterium sp.,7,15,20,20,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_40xbin.16.SR_stool.fasta,43-1,0,0,Eubacterium sp.,7,15,40,40,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_52x39-2_52.012.SR_stool.fasta,39-2,0,0,Eubacterium sp.,7,15,41,41,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_66x48.LR_stool.fasta,39-2,0,0,Eubacterium sp.,7,15,52,52,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_40xbin.16.SR_stool.fasta,43-1,0.5,0,Eubacterium sp.,7,15,46,40,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_52x39-2_52.012.SR_stool.fasta,39-2,0.5,1.380005483,Eubacterium sp.,7,15,47,41,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_66x48.LR_stool.fasta,39-2,1.166666667,1.652000869,Eubacterium sp.,7,15,66,52,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_36x39-2_36.007.SR_stool.fasta,39-2,0.333333333,2.065743988,Eubacterium sp.,7,15,24,20,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_17x43-1_17.020.SR_stool.fasta,43-1,0.333333333,9.02388268,Eubacterium sp.,7,15,16,12,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_54x43-1_54.015_sub.SR_stool.fasta,43-1,0,0,Faecalibacillus intestinalis,6,22,16,16,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_18x102.SR_stool.fasta,20-2,0,0,Faecalibacillus intestinalis,6,22,18,18,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33x38.SR_stool.fasta,29-1,0,0,Faecalibacillus intestinalis,6,22,20,20,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_47xbin.30.SR_stool.fasta,39-2,0,0,Faecalibacillus intestinalis,6,22,36,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_74x135.SR_stool.fasta,39-2,0,0,Faecalibacillus intestinalis,6,22,66,66,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_90x63.SR_stool.fasta,43-1,0,0,Faecalibacillus intestinalis,6,22,66,66,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_54x43-1_54.015_sub.SR_stool.fasta,43-1,0.083333333,0,Faecalibacillus intestinalis,6,22,17,16,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_18x102.SR_stool.fasta,20-2,0.416666667,0,Faecalibacillus intestinalis,6,22,23,18,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_74x135.SR_stool.fasta,39-2,0.666666667,0,Faecalibacillus intestinalis,6,22,74,66,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_18x102.SR_stool.fasta,20-2,1.416666667,0,Faecalibacillus intestinalis,6,22,35,18,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_18x102.SR_stool.fasta,20-2,1.75,4.070860382,Faecalibacillus intestinalis,6,22,39,18,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_90x63.SR_stool.fasta,43-1,1.25,4.199658364,Faecalibacillus intestinalis,6,22,81,66,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33x38.SR_stool.fasta,29-1,0.25,5.342907103,Faecalibacillus intestinalis,6,22,23,20,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33x38.SR_stool.fasta,29-1,1.833333333,8.402232729,Faecalibacillus intestinalis,6,22,42,20,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_74x135.SR_stool.fasta,39-2,2.333333333,8.624435308,Faecalibacillus intestinalis,6,22,94,66,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_18x102.SR_stool.fasta,20-2,3,9.151792858,Faecalibacillus intestinalis,6,22,54,18,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_47xbin.30.SR_stool.fasta,39-2,0.916666667,10.4385862,Faecalibacillus intestinalis,6,22,47,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_90x63.SR_stool.fasta,43-1,2,10.68129271,Faecalibacillus intestinalis,6,22,90,66,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
29-1_33x38.SR_stool.fasta,29-1,2.75,10.97055738,Faecalibacillus intestinalis,6,22,53,20,14,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_18x102.SR_stool.fasta,20-2,3.833333333,11.10974254,Faecalibacillus intestinalis,6,22,64,18,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_47xbin.30.SR_stool.fasta,39-2,1.333333333,13.80951615,Faecalibacillus intestinalis,6,22,52,36,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
20-2_18x102.SR_stool.fasta,20-2,6.583333333,14.36443778,Faecalibacillus intestinalis,6,22,97,18,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_24xbin.14_sub.SR_stool.fasta,39-2,0,0,Faecalibacterium prausnitzii,30,87,13,13,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_36x39-2_36.036.SR_stool.fasta,39-2,0,0,Faecalibacterium prausnitzii,30,87,13,13,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_66xbin.9_sub.LR_stool.fasta,39-2,0,0,Faecalibacterium prausnitzii,30,87,13,13,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
39-2_N18xbin.39.SR_stool.fasta,39-2,0,0,Faecalibacterium prausnitzii,30,87,13,13,12,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
43-1_46xbin.2.LR_plate.fasta,43-1,0,0,Faecalibacterium prausnitzii,30,87,17,17,11,after,after,"03 Colonized after WN, timepoint after WN",05 After weaning
