MAG,LoPthruTP2,Aggregate_Adjusted_popSNP_Count,First_TP,TP2,LastMOL_lqfood,Initial_Colonization,Group
43-1_17x43-1_17.006.SR_stool.fasta,3.166666667,39.092,8,46,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17x43-1_17.012.SR_stool.fasta,0,0,16,16,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x43-1_17.012.SR_stool.fasta,0.083333333,1.509,16,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x43-1_17.012.SR_stool.fasta,0.666666667,18.165,16,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x43-1_17.012.SR_stool.fasta,1.5,24.542,16,34,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x43-1_17.020.SR_stool.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x43-1_17.020.SR_stool.fasta,0.333333333,14.658,12,16,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x8.SR_stool.fasta,0,0,16,16,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x8.SR_stool.fasta,0.083333333,0,16,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x8.SR_stool.fasta,0.666666667,0,16,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x8.SR_stool.fasta,2,1.855,16,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x8.SR_stool.fasta,4.75,4.441,16,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17x8.SR_stool.fasta,5.416666667,19.133,16,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.28.SR_stool.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.28.SR_stool.fasta,0.166666667,4.919,12,14,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.28.SR_stool.fasta,0.333333333,10.761,12,16,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.28.SR_stool.fasta,0.416666667,13.68,12,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.28.SR_stool.fasta,1.833333333,20.442,12,34,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.28.SR_stool.fasta,2.833333333,33.395,12,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.28.SR_stool.fasta,4.5,34.429,12,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.28.SR_stool.fasta,5.083333333,39.322,12,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.28.SR_stool.fasta,5.75,55.251,12,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.28.SR_stool.fasta,6.5,57.195,12,90,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,0,0,7,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_17xbin.43.SR_stool.fasta,0.333333333,0,7,11,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_17xbin.43.SR_stool.fasta,0.416666667,0,7,12,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,0.583333333,0,7,14,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,0.75,10.553,7,16,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,0.833333333,11.212,7,17,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,1.416666667,23.107,7,24,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,2.25,25.749,7,34,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,2.75,27.774,7,40,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,3.25,30.521,7,46,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,3.916666667,41.822,7,54,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,4.916666667,47.16,7,66,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,5.5,49.16,7,73,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,6.166666667,49.821,7,81,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_17xbin.43.SR_stool.fasta,6.916666667,51.17,7,90,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_1x43-1_1.002_sub.SR_stool.fasta,0,0,1,1,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_1x43-1_1.002_sub.SR_stool.fasta,0.083333333,25.317,1,2,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_1x43-1_1.003.SR_stool.fasta,0,0,7,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_1x43-1_1.003.SR_stool.fasta,0.333333333,4.373,7,11,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_1x43-1_1.004.SR_stool.fasta,0,0,1,1,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_1x43-1_1.004.SR_stool.fasta,0.083333333,0,1,2,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_1xbin.24.SR_stool.fasta,0,0,1,1,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_1xbin.24.SR_stool.fasta,0.083333333,0,1,2,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_21_WCx4.SR_plate.fasta,0,0,14,14,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_21_WCx4.SR_plate.fasta,0.583333333,1.123,14,21,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_21_WCx4.SR_plate.fasta,0.833333333,2.245,14,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_21x43-1_21.004.SR_stool.fasta,0,0,40,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_21x43-1_21.004.SR_stool.fasta,0.5,2.946,40,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_21x43-1_21.004.SR_stool.fasta,2.75,8.809,40,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_21xbin.3.LR_plate.fasta,0,0,7,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_21xbin.3.LR_plate.fasta,0.25,1.531,7,10,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_21xbin.3.LR_plate.fasta,0.75,3.044,7,16,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_21xbin.3.LR_plate.fasta,1.166666667,12.132,7,21,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_24x43-1_24.002.SR_stool.fasta,0,0,24,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_24.002.SR_stool.fasta,1.833333333,0,24,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_24.002.SR_stool.fasta,2.5,4.119,24,54,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_24.002.SR_stool.fasta,3.5,5.496,24,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_24.002.SR_stool.fasta,4.083333333,13.896,24,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_24.002.SR_stool.fasta,4.75,19.386,24,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_24.023.SR_stool.fasta,0,0,24,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_24.023.SR_stool.fasta,1.333333333,1.985,24,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_late__43-1_24.009_sub.LR_stool.fasta,0,0,16,16,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_late__43-1_24.009_sub.LR_stool.fasta,0.083333333,1.247,16,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_late__43-1_24.009_sub.LR_stool.fasta,1.5,3.585,16,34,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x43-1_late__43-1_24.009_sub.LR_stool.fasta,2.5,18.46,16,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x47.SR_stool.fasta,0,0,24,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x47.SR_stool.fasta,1.833333333,5.953,24,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x6.LR_stool.fasta,0,0,24,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x6.LR_stool.fasta,1.333333333,3.907,24,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_24x6.LR_stool.fasta,1.833333333,11.395,24,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_2x4.LR_stool.fasta,0,0,2,2,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_2x4.LR_stool.fasta,0.75,0,2,11,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_2x4.LR_stool.fasta,1.25,1.295,2,17,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_2x4.LR_stool.fasta,1.833333333,3.658,2,24,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_2x4.LR_stool.fasta,5.916666667,6.149,2,73,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_2x4.LR_stool.fasta,7.333333333,7.363,2,90,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_2x43-1_early__43-1_2.009.LR_stool.fasta,0,0,1,1,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_2x43-1_early__43-1_2.009.LR_stool.fasta,0.083333333,6.868,1,2,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_2x9_sub.SR_stool.fasta,0,0,1,1,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_2x9_sub.SR_stool.fasta,0.083333333,1.115,1,2,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_2xbin.24_sub.SR_stool.fasta,0,0,1,1,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_2xbin.24_sub.SR_stool.fasta,0.083333333,8.133,1,2,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_34_BAPx35_sub.SR_plate.fasta,0,0,24,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34_BAPx35_sub.SR_plate.fasta,0.833333333,10.901,24,34,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34x24.LR_stool.fasta,0,0,21,21,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34x24.LR_stool.fasta,0.25,5.408,21,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34x24.LR_stool.fasta,1.583333333,9.172,21,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34x24.LR_stool.fasta,2.083333333,19.281,21,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34x56.SR_stool.fasta,0,0,16,16,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34x56.SR_stool.fasta,0.083333333,1.324,16,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34xbin.1.LR_plate.fasta,0,0,16,16,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34xbin.1.LR_plate.fasta,0.083333333,0,16,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34xbin.1.LR_plate.fasta,0.416666667,0,16,21,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34xbin.1.LR_plate.fasta,0.666666667,0,16,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34xbin.1.LR_plate.fasta,1.5,0,16,34,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34xbin.1.LR_plate.fasta,2,0,16,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34xbin.1.LR_plate.fasta,4.166666667,4.36,16,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_34xbin.1.LR_plate.fasta,6.166666667,8.044,16,90,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_40x111.SR_stool.fasta,0,0,14,14,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_40x111.SR_stool.fasta,0.166666667,10.708,14,16,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_40x111.SR_stool.fasta,0.25,12.05,14,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_40x14.LR_stool.fasta,0,0,7,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_40x14.LR_stool.fasta,0.083333333,9.955,7,8,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_40x14.LR_stool.fasta,0.25,12.072,7,10,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_40x14.LR_stool.fasta,0.333333333,16.536,7,11,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_40x14.LR_stool.fasta,1.416666667,21.28,7,24,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_40x14.LR_stool.fasta,2.75,26.456,7,40,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_40x14.LR_stool.fasta,3.25,30.971,7,46,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_40x14.LR_stool.fasta,4.916666667,38.313,7,66,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_40x14.LR_stool.fasta,6.166666667,45.337,7,81,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_40x14.LR_stool.fasta,6.916666667,47.726,7,90,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_40xbin.16.SR_stool.fasta,0,0,40,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_40xbin.16.SR_stool.fasta,0.5,0,40,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_40xbin.25.SR_stool.fasta,0,0,40,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_40xbin.25.SR_stool.fasta,0.5,1.717,40,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,0,0,7,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,0.083333333,0,7,8,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,0.25,7.096,7,10,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,0.416666667,23.431,7,12,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,0.833333333,38.207,7,17,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,1.166666667,45.143,7,21,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,1.416666667,48.869,7,24,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,2.25,60.049,7,34,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_46_WCx43-1_46_WC.002_sub.SR_plate.fasta,3.916666667,80.367,7,54,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_46x65_sub.LR_stool.fasta,0,0,34,34,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_46x65_sub.LR_stool.fasta,0.5,5.891,34,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_46x65_sub.LR_stool.fasta,1,8.782,34,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_46xbin.2.LR_plate.fasta,0,0,17,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_46xbin.2.LR_plate.fasta,0.583333333,7.465,17,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_46xbin.4.LR_stool.fasta,0,0,24,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_46xbin.4.LR_stool.fasta,1.833333333,10.736,24,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x0_sub.SR_stool.fasta,0,0,24,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x0_sub.SR_stool.fasta,2.5,2.758,24,54,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x0_sub.SR_stool.fasta,3.5,8.192,24,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x0_sub.SR_stool.fasta,4.083333333,21.902,24,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x0_sub.SR_stool.fasta,4.75,33.386,24,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x0_sub.SR_stool.fasta,5.5,44.003,24,90,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x13.LR_stool.fasta,0,0,17,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x13.LR_stool.fasta,4.666666667,4.895,17,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x13.LR_stool.fasta,5.333333333,16.8,17,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x13.LR_stool.fasta,6.083333333,35.272,17,90,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x2.LR_stool.fasta,0,0,12,12,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x2.LR_stool.fasta,0.166666667,11.274,12,14,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x2.LR_stool.fasta,0.333333333,15.962,12,16,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x2.LR_stool.fasta,0.416666667,28.964,12,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x2.LR_stool.fasta,1,43.6,12,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x2.LR_stool.fasta,2.333333333,55.461,12,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x2.LR_stool.fasta,2.833333333,59.299,12,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x2.LR_stool.fasta,6.5,63.99,12,90,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x43-1_54.015_sub.SR_stool.fasta,0,0,16,16,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54x43-1_54.015_sub.SR_stool.fasta,0.083333333,0,16,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54xbin.11.SR_stool.fasta,0,0,34,34,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54xbin.11.SR_stool.fasta,1.666666667,9.562,34,54,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54xbin.35.SR_stool.fasta,0,0,17,17,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_54xbin.35.SR_stool.fasta,1.416666667,0,17,34,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66_BAPx56_sub.SR_plate.fasta,0,0,24,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66_BAPx56_sub.SR_plate.fasta,1.833333333,3.097,24,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66_BAPx56_sub.SR_plate.fasta,3.5,13.267,24,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66_BAPx56_sub.SR_plate.fasta,4.083333333,14.446,24,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66_BAPx56_sub.SR_plate.fasta,4.75,22.409,24,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66_BAPx56_sub.SR_plate.fasta,5.5,34.604,24,90,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66x43-1_66.010.SR_stool.fasta,0,0,34,34,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66x43-1_66.010.SR_stool.fasta,1,4.131,34,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66x43-1_66.010.SR_stool.fasta,2.666666667,13.718,34,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.22.SR_stool.fasta,0,0,66,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.22.SR_stool.fasta,0.583333333,1.38,66,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.39_sub.SR_stool.fasta,0,0,66,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.39_sub.SR_stool.fasta,0.583333333,0,66,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.39_sub.SR_stool.fasta,1.25,0,66,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.39_sub.SR_stool.fasta,2,0,66,90,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.58.SR_stool.fasta,0,0,40,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.58.SR_stool.fasta,0.5,0,40,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.58.SR_stool.fasta,2.166666667,0,40,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.58.SR_stool.fasta,2.75,2.006,40,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_66xbin.58.SR_stool.fasta,4.166666667,5.16,40,90,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_7_stoolx40.SR_stool.fasta,0,0,7,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_7_stoolx40.SR_stool.fasta,0.333333333,0.888,7,11,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_7_stoolx48.SR_stool.fasta,0,0,1,1,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_7_stoolx48.SR_stool.fasta,0.083333333,0,1,2,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_7_stoolx48.SR_stool.fasta,0.5,7.104,1,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_7_stoolxbin.12_sub.SR_stool.fasta,0,0,7,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_7_stoolxbin.12_sub.SR_stool.fasta,0.25,4.86,7,10,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_7_stoolxbin.3.SR_stool.fasta,0,0,7,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_7_stoolxbin.3.SR_stool.fasta,0.083333333,1.667,7,8,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_7_stoolxbin.3.SR_stool.fasta,0.333333333,4.484,7,11,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_73_LKVxbin.4.SR_plate.fasta,0,0,46,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73_LKVxbin.4.SR_plate.fasta,0.666666667,1.419,46,54,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73_LKVxbin.4.SR_plate.fasta,1.666666667,5.44,46,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73_LKVxbin.4.SR_plate.fasta,2.25,7.45,46,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73_LKVxbin.4.SR_plate.fasta,2.916666667,8.864,46,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73_LKVxbin.4.SR_plate.fasta,3.666666667,13.441,46,90,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x109.SR_stool.fasta,0,0,34,34,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x109.SR_stool.fasta,0.5,0,34,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x109.SR_stool.fasta,1,0,34,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x109.SR_stool.fasta,2.666666667,0,34,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x109.SR_stool.fasta,3.25,0,34,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x109.SR_stool.fasta,3.916666667,0,34,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x20.SR_stool.fasta,0,0,40,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x20.SR_stool.fasta,0.5,0,40,46,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x20.SR_stool.fasta,2.75,0,40,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x20.SR_stool.fasta,3.416666667,0,40,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x43-1_73.032.SR_stool.fasta,0,0,24,24,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x43-1_73.032.SR_stool.fasta,1.333333333,1.994,24,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x69.LR_stool.fasta,0,0,66,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x69.LR_stool.fasta,1.25,8.068,66,81,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73x69.LR_stool.fasta,2,12.89,66,90,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73xbin.3.SR_stool.fasta,0,0,66,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_73xbin.3.SR_stool.fasta,0.583333333,0,66,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_7x12.LR_stool.fasta,0,0,7,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_7x12.LR_stool.fasta,0.333333333,12.293,7,11,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_8_DP_BAPcstx43-1_8_DP_BAPcst.001.SR_plate.fasta,0,0,2,2,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_8_DP_BAPcstx43-1_8_DP_BAPcst.001.SR_plate.fasta,0.416666667,1.621,2,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_8_DP_BAPcstx43-1_8_DP_BAPcst.001.SR_plate.fasta,0.5,3.234,2,8,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_8_DP_BAPcstx43-1_8_DP_BAPcst.004.SR_plate.fasta,0,0,2,2,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_8_DP_BAPcstx43-1_8_DP_BAPcst.004.SR_plate.fasta,0.5,0.749,2,8,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,0,0,7,7,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,0.083333333,0,7,8,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,0.333333333,0,7,11,11,Before weaning,"Colonized before WN, timepoint before WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,0.583333333,0.867,7,14,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,1.166666667,1.735,7,21,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,3.25,2.626,7,46,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,3.916666667,22.16,7,54,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,4.916666667,31.81,7,66,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,5.5,47.778,7,73,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,6.166666667,49.545,7,81,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_8_DP_LKVxbin.1.SR_plate.fasta,6.916666667,56.542,7,90,11,Before weaning,"Colonized before WN, timepoint after WN"
43-1_81_LKVx26_sub.SR_plate.fasta,0,0,40,40,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_81_LKVx26_sub.SR_plate.fasta,2.166666667,2.066,40,66,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_81_LKVx26_sub.SR_plate.fasta,2.75,4.219,40,73,11,After weaning,"Colonized after WN, timepoint after WN"
43-1_81_LKVx26_sub.SR_plate.fasta,4.166666667,9.259,40,90,11,After weaning,"Colonized after WN, timepoint after WN"
